pdid,name,target_name,gene_name,target_type,activity_biochemical,SMILES_std,mw,hba,hbd,rb,logp,tpsa,moa_label,Standardized_SMILES,SMILES_protonated_7.4,morgan_fps,set,cluster
PD007715,NU1025,Poly [ADP-ribose] polymerase 1,PARP1,single protein,7.3,Cc1nc(=O)c2cccc(O)c2[nH]1,176.06,3.0,2.0,0.0,0.94,65.98,PARP,Cc1nc(=O)c2cccc(O)c2[nH]1,CC1=NC2=C(O)C=CC=C2C(=O)N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x747067438c10>,tr,
PD004516,NU6027,Cyclin-dependent kinase 2,CDK2,single protein,5.78,Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1,251.14,7.0,2.0,4.0,2.0,116.48,CDK,Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1,NC1=NC(N)=C(N=O)C(OCC2CCCCC2)=N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x747067438b30>,tr,
PD017865,NU6140,Aurora kinase B,AURKB,single protein,7.46,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,422.24,6.0,2.0,8.0,4.54,96.03,AURORA KINASE,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,CCN(CC)C(=O)C1=CC=C(NC2=NC(OCC3CCCCC3)=C3NC=NC3=N2)C=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7470674384a0>,tr,
PD038914,NVP-BGT226,Serine/threonine-protein kinase mTOR,MTOR,single protein,8.7,COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1,534.2,8.0,1.0,4.0,4.38,77.21,MTOR,COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1,COC1=CC=C(C=N1)C1=CC2=C(C=C1)N=CC1=C2N(C(=O)N1C)C1=CC=C(N2CC[NH2+]CC2)C(=C1)C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743a8f0>,tr,
PD051464,Nazartinib,Epidermal growth factor receptor,EGFR,single protein,9.0,Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,494.22,6.0,1.0,6.0,4.32,83.36,EGFR,Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,C[NH+](C)C\C=C\C(=O)N1CCCC[C@H](C1)N1C(NC(=O)C2=CC=NC(C)=C2)=NC2=CC=CC(Cl)=C12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743a880>,tr,
PD071531,ON123300,Cyclin-dependent kinase 4,CDK4,single protein,8.41,CN1CCN(c2ccc(Nc3ncc4cc(C#N)c(=O)n(C5CCCC5)c4n3)cc2)CC1,429.23,8.0,1.0,4.0,3.27,90.08,CDK,CN1CCN(c2ccc(Nc3ncc4cc(C#N)c(=O)n(C5CCCC5)c4n3)cc2)CC1,C[NH+]1CCN(CC1)C1=CC=C(NC2=NC=C3C=C(C#N)C(=O)N(C4CCCC4)C3=N2)C=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x747067439e00>,tr,
PD011179,ORANTINIB,Receptor-type tyrosine-protein kinase FLT3,FLT3,single protein,9.1,C=c1[nH]c(=Cc2c(O)[nH]c3ccccc23)c(C)c1CCC(=O)O,310.13,2.0,3.0,4.0,3.14,82.19,TYROSINE KINASE,C=c1[nH]c(=Cc2c(O)[nH]c3ccccc23)c(C)c1CCC(=O)O,CC1=C(CCC([O-])=O)C(=C)NC1=CC1C(=O)NC2=CC=CC=C12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743a030>,tr,
PD040563,OROXYLIN A,Receptor-type tyrosine-protein kinase FLT3,FLT3,single protein,5.83,COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,284.07,5.0,2.0,2.0,2.88,79.9,TYROSINE KINASE,COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,COC1=C([O-])C=C2OC(=CC(=O)C2=C1O)C1=CC=CC=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x747067439e70>,tr,
PD003487,OSI-930,Vascular endothelial growth factor receptor 1,FLT1,single protein,8.1,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,443.09,5.0,2.0,6.0,6.06,63.25,TYROSINE KINASE,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,FC(F)(F)OC1=CC=C(NC(=O)C2=C(NCC3=CC=NC4=CC=CC=C34)C=CS2)C=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x747067439930>,tr,
PD004086,PACLITAXEL,Tubulin beta-5 chain,TUBB5,single protein,8.05,CC(=O)OC1=C2C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@H]3[C@](C)(C1=O)[C@@H](O)C[C@H]1OC[C@]13OC(C)=O)C2(C)C,853.33,14.0,4.0,10.0,3.74,221.29,TUBULIN,CC(=O)OC1=C2C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)C2(C)C,CC1[C@H](C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)C(OC(C)=O)=C1C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7470674390e0>,tr,
PD003631,PCI-34051,Histone deacetylase 8,HDAC8,single protein,8.0,COc1ccc(Cn2ccc3ccc(C(O)=NO)cc32)cc1,296.12,4.0,2.0,4.0,2.82,63.49,HDAC,COc1ccc(Cn2ccc3ccc(C(O)=NO)cc32)cc1,COC1=CC=C(CN2C=CC3=CC=C(C=C23)C(O)N=O)C=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x747067438970>,tr,
PD054612,PD054612,Tyrosine-protein kinase JAK2,JAK2,single protein,8.4,ON=C(O)CCCCCn1cc(Nc2ncc(Cl)c(Nc3ccc(Cl)cc3)n2)cn1,449.11,8.0,4.0,10.0,4.53,116.99,JAK,ON=C(O)CCCCCn1cc(Nc2ncc(Cl)c(Nc3ccc(Cl)cc3)n2)cn1,ONC(=O)CCCCCN1C=C(NC2=NC=C(Cl)C(NC3=CC=C(Cl)C=C3)=N2)C=N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743ab20>,tr,
PD168539,PD168539,Tubulin beta-5 chain,TUBB5,single protein,5.49,O=C(c1ccc(Cl)c([N+](=O)[O-])c1)N1CCN(c2ccccc2)CC1,345.09,4.0,0.0,3.0,3.21,66.69,TUBULIN,O=C(c1ccc(Cl)c([N+](=O)[O-])c1)N1CCN(c2ccccc2)CC1,[O-][N+](=O)C1=CC(=CC=C1Cl)C(=O)N1CCN(CC1)C1=CC=CC=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743a1f0>,tr,
PD168564,PD168564,Tubulin beta-5 chain,TUBB5,single protein,5.12,COC(=O)c1c(C)oc2ccc(NS(=O)(=O)c3ccc(Cl)c([N+](=O)[O-])c3)cc12,424.01,7.0,1.0,5.0,3.89,128.75,TUBULIN,COC(=O)c1c(C)oc2ccc(NS(=O)(=O)c3ccc(Cl)c([N+](=O)[O-])c3)cc12,COC(=O)C1=C(C)OC2=CC=C([N-]S(=O)(=O)C3=CC=C(Cl)C(=C3)[N+]([O-])=O)C=C12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x747067439540>,tr,
PD021512,PEFICITINIB,Tyrosine-protein kinase JAK3,JAK3,single protein,9.15,NC(=O)c1cnc2[nH]ccc2c1NC1C2CC3CC1CC(O)(C3)C2,326.17,4.0,4.0,3.0,2.01,104.03,JAK,NC(=O)c1cnc2[nH]ccc2c1NC1C2CC3CC1CC(O)(C3)C2,NC(=O)C1=CN=C2NC=CC2=C1NC1C2CC3CC1CC(O)(C3)C2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7470674382e0>,tr,
PD102399,PF-06700841,Tyrosine-protein kinase JAK1,JAK1,single protein,7.77,Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,389.18,7.0,1.0,4.0,1.79,79.18,JAK,Cn1cc(Nc2nccc(N3CC4CCC(C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,CN1C=C(NC2=NC=CC(=N2)N2CC3CCC(C2)N3C(=O)[C@@H]2CC2(F)F)C=N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x747067439460>,tr,
PD011187,PHA-680632,Aurora kinase A,AURKA,single protein,8.41,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1,501.29,5.0,3.0,6.0,4.09,96.6,AURORA KINASE,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1,CCC1=CC=CC(CC)=C1NC(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CC[NH+](C)CC1)=NN2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743a6c0>,tr,
PD004483,PJ34,Poly [ADP-ribose] polymerase 1,PARP1,single protein,7.7,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,295.13,3.0,2.0,3.0,2.18,65.2,PARP,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,CN(C)CC(=O)NC1=CC2=C(NC(=O)C3=C2C=CC=C3)C=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743aea0>,tr,
PD018549,PP 3,Epidermal growth factor receptor,EGFR,single protein,5.57,Nc1ncnc2c1cnn2-c1ccccc1,211.09,5.0,1.0,1.0,1.4,69.62,EGFR,Nc1ncnc2c1cnn2-c1ccccc1,NC1=C2C=NN(C2=NC=N1)C1=CC=CC=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743b6f0>,tr,
PD073726,PROQUAZONE,Epidermal growth factor receptor,EGFR,single protein,8.7,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,278.14,3.0,0.0,2.0,3.95,34.89,EGFR,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,CC(C)N1C(=O)N=C(C2=CC=CC=C2)C2=CC=C(C)C=C12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743b610>,tr,
PD016685,PYROXAMIDE,Histone deacetylase 1,HDAC1,single protein,8.57,O=C(CCCCCCC(O)=NO)Nc1cccnc1,265.14,4.0,3.0,8.0,1.87,91.32,HDAC,O=C(CCCCCCC(O)=NO)Nc1cccnc1,ONC(=O)CCCCCCC(=O)NC1=CC=CN=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743b450>,tr,
PD078591,Pamiparib,Poly [ADP-ribose] polymerase 2,PARP2,single protein,9.05,C[C@]12CCCN1C=c1[nH][nH]c(=O)c3cc(F)cc4[nH]c2c1c43,298.12,3.0,2.0,0.0,2.08,60.49,PARP,C[C@]12CCCN1C=c1[nH][nH]c(=O)c3cc(F)cc4[nH]c2c1c43,C[C@]12CCCN1CC1=C3C2=NC2=CC(F)=CC(=C32)C(=O)NN1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743b840>,tr,
PD011142,QUISINOSTAT,Histone deacetylase 1,HDAC1,single protein,9.96,Cn1cc(CNCC2CCN(c3ncc(C(O)=NO)cn3)CC2)c2ccccc21,394.21,7.0,3.0,6.0,2.09,95.31,HDAC,Cn1cc(CNCC2CCN(c3ncc(C(O)=NO)cn3)CC2)c2ccccc21,CN1C=C(C[NH2+]CC2CCN(CC2)C2=NC=C(C=N2)C(=O)NO)C2=CC=CC=C12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743b060>,tr,
PD134065,RBN012759,Protein mono-ADP-ribosyltransferase PARP14,PARP14,single protein,8.52,O=c1[nH]c(CS[C@H]2CC[C@H](O)CC2)nc2cc(OCC3CC3)cc(F)c12,378.14,5.0,2.0,6.0,3.39,75.21,PARP,O=c1[nH]c(CS[C@H]2CC[C@H](O)CC2)nc2cc(OCC3CC3)cc(F)c12,O[C@H]1CC[C@@H](CC1)SCC1=NC2=CC(OCC3CC3)=CC(F)=C2C(=O)N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743b530>,tr,
PD012685,RG-1530,Vascular endothelial growth factor receptor 1,FLT1,single protein,8.05,COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(C)n[nH]c1N2,356.08,5.0,2.0,2.0,3.71,58.01,TYROSINE KINASE,COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(C)n[nH]c1N2,COC1=CC2=C(C=C1F)C(=NC1=C(C)NN=C1N2)C1=CC=CC=C1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743bf40>,tr,
PD010362,RG-2833,Histone deacetylase 3,HDAC3,single protein,8.3,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,339.19,3.0,3.0,8.0,3.51,84.22,HDAC,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,CC1=CC=C(C=C1)C(=O)NCCCCCC(=O)NC1=CC=CC=C1N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743bed0>,tr,
PD051200,RGB-286638,Cyclin-dependent kinase 9,CDK9,single protein,9.0,COCCN1CCN(Cc2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,545.28,8.0,3.0,8.0,2.42,115.06,CDK,COCCN1CCN(Cc2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,COCC[NH+]1CCN(CC2=CC=C(C=C2)C2=NNC3=C2C(=O)C2=C(NC(=O)NN4CCOCC4)C=CC=C32)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743bdf0>,tr,
PD010387,RGFP966,Histone deacetylase 3,HDAC3,single protein,7.1,Nc1cc(F)ccc1NC(=O)/C=C/c1cnn(C/C=C/c2ccccc2)c1,362.15,4.0,2.0,6.0,3.97,72.94,HDAC,Nc1cc(F)ccc1NC(=O)/C=C/c1cnn(C/C=C/c2ccccc2)c1,NC1=CC(F)=CC=C1NC(=O)\C=C\C1=CN(C\C=C\C2=CC=CC=C2)N=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743bd10>,tr,
PD004752,RO-4584820,Cyclin-dependent kinase 16,CDK16,single protein,9.27,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,441.13,8.0,2.0,6.0,1.41,127.51,CDK,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,COC1=CC=C(F)C(F)=C1C(=O)C1=CN=C(NC2CCN(CC2)S(C)(=O)=O)N=C1N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743b8b0>,tr,
PD009808,ROSUVASTATIN,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,single protein,8.41,CC(C)=c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1=CC[C@@H](O)C[C@@H](O)CC(=O)O,481.17,7.0,3.0,10.0,2.4,140.92,HMGCR,CC(C)=c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1=CC[C@@H](O)C[C@@H](O)CC(=O)O,CN(C1=NC(=C(C)C)C(=CC[C@@H](O)C[C@@H](O)CC([O-])=O)C(=N1)C1=CC=C(F)C=C1)S(C)(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743b4c0>,tr,
PD018527,RUCAPARIB,Poly [ADP-ribose] polymerase 1,PARP1,single protein,8.85,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,323.14,2.0,3.0,3.0,2.98,56.92,PARP,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,C[NH2+]CC1=CC=C(C=C1)C1=C2CCNC(=O)C3=C2C(N1)=CC(F)=C3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743b370>,tr,
PD012836,Ro 3306,Cyclin-dependent kinase 1,CDK1,single protein,7.59,O=C1N=C(NCc2cccs2)S/C1=C\c1ccc2ncccc2c1,351.05,5.0,1.0,3.0,4.06,54.35,CDK,O=C1N=C(NCc2cccs2)S/C1=C\c1ccc2ncccc2c1,O=C1N=C(NCC2=CC=CS2)S\C1=C/C1=CC2=CC=CN=C2C=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743bca0>,tr,
PD017062,Ryuvidine,Cyclin-dependent kinase 4,CDK4,single protein,8.22,Cc1ccc(N=C2CC(=O)c3sc(C)nc3C2=O)cc1,284.06,5.0,1.0,2.0,3.13,59.06,CDK,Cc1ccc(N=C2CC(=O)c3sc(C)nc3C2=O)cc1,CC1=NC2=C(S1)C(=O)CC(=NC1=CC=C(C)C=C1)C2=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743bae0>,tr,
PD071625,SAR131675,Vascular endothelial growth factor receptor 3,FLT4,single protein,8.92,CCn1c(N)c(C(=O)NC)c(=O)c2ccc(C#C[C@@](C)(O)COC)nc21,358.16,7.0,3.0,4.0,0.11,119.47,TYROSINE KINASE,CCn1c(N)c(C(=O)NC)c(=O)c2ccc(C#C[C@@](C)(O)COC)nc21,CCN1C(N)=C(C(=O)NC)C(=O)C2=CC=C(N=C12)C#C[C@@](C)(O)COC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743b7d0>,tr,
PD102936,SCH-1473759,Receptor-type tyrosine-protein kinase FLT3,FLT3,single protein,8.3,CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO,426.2,9.0,3.0,8.0,3.22,107.26,TYROSINE KINASE,CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO,CCN(CC1=NSC(NC2=NC(C)=CN3C(=CN=C23)C2=CNN=C2)=C1)C(C)(C)CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743b760>,tr,
PD001216,SIMVASTATIN,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,single protein,7.94,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,418.27,5.0,1.0,6.0,4.59,72.83,HMGCR,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743b220>,tr,
PD003662,SNS-032,Cyclin-dependent kinase-like 5,CDKL5,single protein,8.77,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,380.13,7.0,2.0,5.0,3.66,80.05,CDK,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,CC(C)(C)C1=CN=C(CSC2=CN=C(NC(=O)C3CC[NH2+]CC3)S2)O1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743b140>,tr,
PD005309,SNS-314,Cyclin-dependent kinase 8,CDK8,single protein,8.8,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,430.04,7.0,3.0,6.0,5.1,91.83,CDK,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,ClC1=CC(NC(=O)[N-]C2=NC=C(CCNC3=C4SC=CC4=NC=N3)S2)=CC=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74706743b0d0>,tr,
PD078567,SR 4370,Histone deacetylase 3,HDAC3,single protein,8.22,CCCCNNC(=O)c1ccc(-c2cccc(F)c2F)cc1,304.14,2.0,2.0,6.0,3.67,41.13,HDAC,CCCCNNC(=O)c1ccc(-c2cccc(F)c2F)cc1,CCCCNNC(=O)C1=CC=C(C=C1)C1=CC=CC(F)=C1F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4040>,tr,
PD002623,SU6656,Aurora kinase C,AURKC,single protein,7.77,CN(C)S(=O)(=O)c1ccc2[nH]c(O)c(C=c3cc4c([nH]3)=CCCC4)c2c1,371.13,3.0,2.0,3.0,2.64,82.27,AURORA KINASE,CN(C)S(=O)(=O)c1ccc2[nH]c(O)c(C=c3cc4c([nH]3)=CCCC4)c2c1,CN(C)S(=O)(=O)C1=CC=C2NC(=O)C(C=C3NC4=CCCCC4=C3)C2=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c40b0>,tr,
PD002646,SU9516,Cyclin-dependent kinase 5,CDK5,single protein,7.66,COc1ccc2c(c1)/C(=C/c1c[nH]cn1)C(=O)N2,241.09,3.0,2.0,2.0,1.91,67.01,CDK,COc1ccc2c(c1)/C(=C/c1c[nH]cn1)C(=O)N2,COC1=CC=C2NC(=O)\C(=C/C3=CNC=N3)C2=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4120>,tr,
PD014742,SULFAETHIDOLE,RAC-alpha serine/threonine-protein kinase,AKT1,single protein,5.11,CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,284.04,6.0,2.0,4.0,1.48,97.97,AKT,CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,CCC1=NN=C([N-]S(=O)(=O)C2=CC=C(N)C=C2)S1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4200>,tr,
PD010560,Sapanisertib,Serine/threonine-protein kinase mTOR,MTOR,single protein,8.93,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21,309.13,8.0,2.0,2.0,2.38,121.67,MTOR,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21,CC(C)N1N=C(C2=C(N)N=CN=C12)C1=CC=C2OC(N)=NC2=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c42e0>,tr,
PD069625,Senexin A,Cyclin-dependent kinase 19,CDK19,single protein,6.51,N#Cc1ccc2ncnc(NCCc3ccccc3)c2c1,274.12,4.0,1.0,4.0,3.16,61.6,CDK,N#Cc1ccc2ncnc(NCCc3ccccc3)c2c1,N#CC1=CC2=C(NCCC3=CC=CC=C3)N=CN=C2C=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4350>,tr,
PD010873,TAK-901,Aurora kinase A,AURKA,single protein,7.74,CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,504.22,5.0,2.0,5.0,4.62,95.16,AURORA KINASE,CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,CCS(=O)(=O)C1=CC=CC(=C1)C1=CC(C(=O)NC2CC[NH+](C)CC2)=C(C)C2=C1C1=C(N2)N=CC(C)=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4430>,tr,
PD010641,TALAZOPARIB,Poly [ADP-ribose] polymerase 1,PARP1,single protein,9.22,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,380.12,6.0,2.0,2.0,2.63,88.49,PARP,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,CN1N=CN=C1[C@@H]1[C@H](NC2=C3C1=NNC(=O)C3=CC(F)=C2)C1=CC=C(F)C=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c44a0>,tr,
PD016647,TALTOBULIN,Tubulin beta-1 chain,TUBB1,single protein,6.58,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(=O)O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,473.33,4.0,3.0,10.0,3.6,98.74,TUBULIN,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(=O)O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,C[NH2+][C@H](C(=O)N[C@H](C(=O)N(C)[C@H](\C=C(/C)C([O-])=O)C(C)C)C(C)(C)C)C(C)(C)C1=CC=CC=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4510>,tr,
PD003501,TAMATINIB,Receptor-type tyrosine-protein kinase FLT3,FLT3,single protein,9.15,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,470.17,10.0,3.0,7.0,3.63,128.75,TYROSINE KINASE,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,COC1=CC(NC2=NC=C(F)C(NC3=CC=C4OC(C)(C)C(=O)NC4=N3)=N2)=CC(OC)=C1OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4580>,tr,
