pdid,name,target_name,gene_name,target_type,activity_biochemical,SMILES_std,mw,hba,hbd,rb,logp,tpsa,moa_label,Standardized_SMILES,SMILES_protonated_7.4,morgan_fps,set,cluster
PD016202,TASQUINIMOD,Histone deacetylase 4,HDAC4,single protein,7.76,COc1cccc2c1c(=O)c(C(=O)N(C)c1ccc(C(F)(F)F)cc1)c(O)n2C,406.11,5.0,1.0,3.0,3.55,71.77,HDAC,COc1cccc2c1c(=O)c(C(=O)N(C)c1ccc(C(F)(F)F)cc1)c(O)n2C,COC1=C2C([O-])=C(C(=O)N(C)C3=CC=C(C=C3)C(F)(F)F)C(=O)N(C)C2=CC=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4660>,tr,
PD010262,TCS 359,Receptor-type tyrosine-protein kinase FLT3,FLT3,single protein,7.38,COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1OC,360.11,5.0,2.0,5.0,3.0,90.65,TYROSINE KINASE,COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1OC,COC1=CC=C(C=C1OC)C(=O)NC1=C(C(N)=O)C2=C(CCCC2)S1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4740>,tr,
PD014764,THIOSALICYLIC ACID,Histone deacetylase 8,HDAC8,single protein,4.77,O=C(O)c1ccccc1S,154.01,2.0,2.0,1.0,1.67,37.3,HDAC,O=C(O)c1ccccc1S,[O-]C(=O)C1=CC=CC=C1[S-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4900>,tr,
PD036132,THZ1,Cyclin-dependent kinase 7,CDK7,single protein,8.49,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)cc1,565.2,6.0,4.0,9.0,6.33,115.04,CDK,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)cc1,C[NH+](C)C\C=C\C(=O)NC1=CC=C(C=C1)C(=O)NC1=CC=CC(NC2=NC=C(Cl)C(=N2)C2=CNC3=CC=CC=C23)=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4970>,tr,
PD086788,TL6-144,Tyrosine-protein kinase JAK3,JAK3,single protein,8.32,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,507.21,8.0,3.0,9.0,4.37,94.65,JAK,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,COC1=CC(=CC=C1NC1=NC=C(Cl)C(NCC2=CC(NC(=O)C=C)=CC=C2)=N1)N1CC[NH+](C)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4ba0>,tr,
PD016549,TMP 195,Histone deacetylase 9,HDAC9,single protein,8.21,CC(C)(CNC(=O)c1cccc(-c2noc(C(F)(F)F)n2)c1)c1coc(-c2ccccc2)n1,456.14,6.0,1.0,6.0,5.12,94.05,HDAC,CC(C)(CNC(=O)c1cccc(-c2noc(C(F)(F)F)n2)c1)c1coc(-c2ccccc2)n1,CC(C)(CNC(=O)C1=CC=CC(=C1)C1=NOC(=N1)C(F)(F)F)C1=COC(=N1)C1=CC=CC=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4c10>,tr,
PD002651,TPCA-1,Tyrosine-protein kinase JAK2,JAK2,single protein,7.98,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,279.05,3.0,3.0,3.0,2.14,98.21,JAK,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,NC(=O)NC1=C(C=C(S1)C1=CC=C(F)C=C1)C(N)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4d60>,tr,
PD019678,TRANS-ASARONE,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,single protein,6.34,C/C=C/c1cc(OC)c(OC)cc1OC,208.11,3.0,0.0,4.0,2.75,27.69,HMGCR,C/C=C/c1cc(OC)c(OC)cc1OC,COC1=CC(OC)=C(OC)C=C1\C=C\C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4dd0>,tr,
PD010809,TUBACIN,Histone deacetylase 6,HDAC6,single protein,8.4,O=C(CCCCCCC(O)=NO)Nc1ccc([C@@H]2O[C@H](c3ccc(CO)cc3)C[C@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)O2)cc1,721.28,9.0,4.0,16.0,8.62,143.15,HDAC,O=C(CCCCCCC(O)=NO)Nc1ccc([C@H]2O[C@@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)C[C@@H](c3ccc(CO)cc3)O2)cc1,OCC1=CC=C(C=C1)[C@@H]1C[C@H](CSC2=NC(=C(O2)C2=CC=CC=C2)C2=CC=CC=C2)O[C@@H](O1)C1=CC=C(NC(=O)CCCCCCC(=O)NO)C=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4e40>,tr,
PD003582,Tubastatin-A,Polyamine deacetylase HDAC10,HDAC10,single protein,7.9,CN1CCc2c(c3ccccc3n2Cc2ccc(C(O)=NO)cc2)C1,335.16,4.0,2.0,3.0,2.8,57.5,HDAC,CN1CCc2c(c3ccccc3n2Cc2ccc(C(O)=NO)cc2)C1,CN1CCC2=C(C1)C1=CC=CC=C1N2CC1=CC=C(C=C1)C(O)N=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4eb0>,tr,
PD014997,Tyrphostin AG 555,Epidermal growth factor receptor,EGFR,single protein,6.16,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,322.13,4.0,3.0,6.0,2.75,93.35,EGFR,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,OC1=CC=C(\C=C(/C#N)C(=O)NCCCC2=CC=CC=C2)C=C1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c4f20>,tr,
PD010471,UPF 1069,Poly [ADP-ribose] polymerase 1,PARP1,single protein,6.92,O=C(COc1cccc2c(=O)[nH]ccc12)c1ccccc1,279.09,3.0,1.0,4.0,2.79,59.16,PARP,O=C(COc1cccc2c(=O)[nH]ccc12)c1ccccc1,O=C(COC1=C2C=CNC(=O)C2=CC=C1)C1=CC=CC=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c5000>,tr,
PD116269,WAY-249486,Histone deacetylase 6,HDAC6,single protein,4.89,Cc1cc(=O)[nH]c(SCC(=O)c2ccc(Cl)cc2)n1,294.02,5.0,1.0,4.0,3.12,63.08,HDAC,Cc1cc(=O)[nH]c(SCC(=O)c2ccc(Cl)cc2)n1,CC1=CC([O-])=NC(SCC(=O)C2=CC=C(Cl)C=C2)=N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c5230>,tr,
PD115430,WAY-296800,Epidermal growth factor receptor,EGFR,single protein,4.09,Cc1ccc(-n2c(SCC(=O)Nc3ccccc3Cl)nc3sc(C)c(C)c3c2=O)cc1,469.07,6.0,1.0,5.0,5.76,63.99,EGFR,Cc1ccc(-n2c(SCC(=O)Nc3ccccc3Cl)nc3sc(C)c(C)c3c2=O)cc1,CC1=C(C)C2=C(S1)N=C(SCC(=O)NC1=CC=CC=C1Cl)N(C2=O)C1=CC=C(C)C=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c52a0>,tr,
PD108710,WAY-300315,DNA topoisomerase 3,TOPB,single protein,6.2,Cc1ccc(Nc2cc(=O)[nH]c(=O)[nH]2)cc1Cl,251.05,3.0,3.0,2.0,1.77,77.75,TOPOISOMERASE,Cc1ccc(Nc2cc(=O)[nH]c(=O)[nH]2)cc1Cl,CC1=CC=C(NC2=CC(=O)NC(=O)N2)C=C1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c5380>,tr,
PD103818,WAY-322406,Tyrosine-protein kinase JAK2,JAK2,single protein,4.97,c1ccc2c(CN3CCCCCC3)c[nH]c2c1,228.16,1.0,1.0,2.0,3.54,19.03,JAK,c1ccc2c(CN3CCCCCC3)c[nH]c2c1,C([NH+]1CCCCCC1)C1=CNC2=CC=CC=C12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c53f0>,tr,
PD010886,WAY-600,Serine/threonine-protein kinase mTOR,MTOR,single protein,8.05,c1cncc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6[nH]ccc6c5)nc43)CC2)c1,494.25,8.0,1.0,5.0,4.04,87.99,MTOR,c1cncc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6[nH]ccc6c5)nc43)CC2)c1,C([NH+]1CCC(CC1)N1N=CC2=C(N=C(N=C12)C1=CC=C2NC=CC2=C1)N1CCOCC1)C1=CC=CN=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c54d0>,tr,
PD011960,WOGONIN,Cyclin-dependent kinase 9,CDK9,single protein,6.72,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,284.07,5.0,2.0,2.0,2.88,79.9,CDK,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,COC1=C2OC(=CC(=O)C2=C(O)C=C1[O-])C1=CC=CC=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c55b0>,tr,
PD010899,WYE-125132,Serine/threonine-protein kinase mTOR,MTOR,single protein,9.68,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCO5)c3n2)cc1,519.26,9.0,2.0,4.0,3.47,115.66,MTOR,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCO5)c3n2)cc1,CNC(=O)NC1=CC=C(C=C1)C1=NC(N2CC3CCC(C2)O3)=C2C=NN(C3CCC4(CC3)OCCO4)C2=N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c5690>,tr,
PD011107,WZ3146,Epidermal growth factor receptor,EGFR,single protein,8.17,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,464.17,7.0,2.0,7.0,4.54,82.62,EGFR,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1,C[NH+]1CCN(CC1)C1=CC=C(NC2=NC=C(Cl)C(OC3=CC(NC(=O)C=C)=CC=C3)=N2)C=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c5770>,tr,
PD010645,XL019,Tyrosine-protein kinase JAK2,JAK2,single protein,8.66,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)[C@@H]1CCCN1,444.23,7.0,3.0,6.0,3.41,91.41,JAK,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)[C@@H]1CCCN1,O=C(NC1=CC=C(C=C1)C1=CC=NC(NC2=CC=C(C=C2)N2CCOCC2)=N1)[C@@H]1CCC[NH2+]1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c58c0>,tr,
PD021598,XL388,Serine/threonine-protein kinase mTOR,MTOR,single protein,8.0,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,455.13,6.0,1.0,3.0,3.22,102.59,MTOR,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,CC1=C(C=CC(=C1F)S(C)(=O)=O)C(=O)N1CCOC2=CC=C(C=C2C1)C1=CC=C(N)N=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c5930>,tr,
PD017710,aurora kinase inhibitor II,Aurora kinase A,AURKA,single protein,6.51,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,400.15,6.0,2.0,6.0,4.64,85.37,AURORA KINASE,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,COC1=CC2=NC=NC(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)=C2C=C1OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c5af0>,tr,
PD005086,aurora kinase inhibitor III,Aurora kinase A,AURKA,single protein,7.38,O=C(Nc1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1)C1CC1,413.15,5.0,3.0,6.0,5.33,78.94,AURORA KINASE,O=C(Nc1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1)C1CC1,FC(F)(F)C1=CC(NC2=NC(NC3=CC(NC(=O)C4CC4)=CC=C3)=NC=C2)=CC=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c5b60>,tr,
PD006806,butyric acid,Histone deacetylase 3,HDAC3,single protein,5.05,CCCC(=O)O,88.05,1.0,1.0,2.0,0.87,37.3,HDAC,CCCC(=O)O,CCCC([O-])=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c5c40>,tr,
PD009842,daunorubicin,Histone deacetylase 6,HDAC6,single protein,7.7,COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(C[C@@](O)(C(C)=O)C[C@@H]1O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C3=O,527.18,11.0,5.0,4.0,1.03,185.84,HDAC,COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(C[C@@](O)(C(C)=O)C[C@@H]1O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C3=O,COC1=CC=CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(C[C@](O)(C[C@@H]1O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1)C(C)=O)C3=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c5d90>,tr,
PD021556,denfivontinib,Receptor-type tyrosine-protein kinase FLT3,FLT3,single protein,9.4,CN1CCC(Nc2nc(Nc3ccc(Oc4ccccc4)cc3)c3c(=O)[nH]cc(Br)c3n2)CC1,520.12,7.0,3.0,6.0,5.12,95.17,TYROSINE KINASE,CN1CCC(Nc2nc(Nc3ccc(Oc4ccccc4)cc3)c3c(=O)[nH]cc(Br)c3n2)CC1,C[NH+]1CCC(CC1)NC1=[NH+]C2=C(Br)C=NC(=O)C2=C(NC2=CC=C(OC3=CC=CC=C3)C=C2)N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c5e00>,tr,
PD000493,dexrazoxane,DNA topoisomerase 2-alpha,TOP2A,single protein,4.4,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,268.12,6.0,2.0,3.0,-2.71,98.82,TOPOISOMERASE,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c5e70>,tr,
PD102592,golidocitinib,Tyrosine-protein kinase JAK1,JAK1,single protein,7.15,COc1nn(C)cc1Nc1nccc(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,489.26,9.0,3.0,7.0,2.69,116.23,JAK,COc1nn(C)cc1Nc1nccc(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,COC1=NN(C)C=C1NC1=NC=CC(=N1)C1=CNC2=C(NC(=O)[C@@H](C)N3CC[NH+](C)CC3)C=CC=C12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c6030>,tr,
PD050459,ilginatinib,Tyrosine-protein kinase JAK2,JAK2,single protein,9.14,C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1,389.18,7.0,2.0,6.0,4.33,80.55,JAK,C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1,C[C@H](NC1=CC(=CC(NC2=CN=CC=N2)=N1)C1=CN(C)N=C1)C1=CC=C(F)C=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c60a0>,tr,
PD131734,mefuparib,Poly [ADP-ribose] polymerase 2,PARP2,single protein,8.72,CNCc1ccc(-c2cc3cc(F)cc(C(N)=O)c3o2)cc1,298.11,3.0,2.0,4.0,3.06,68.26,PARP,CNCc1ccc(-c2cc3cc(F)cc(C(N)=O)c3o2)cc1,C[NH2+]CC1=CC=C(C=C1)C1=CC2=CC(F)=CC(C(N)=O)=C2O1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c62d0>,tr,
PD053553,miransertib,RAC-alpha serine/threonine-protein kinase,AKT1,single protein,8.6,Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1,432.21,6.0,2.0,4.0,5.07,95.64,AKT,Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1,NC1=NC=CC=C1C1=NC2=CC=C(N=C2N1C1=CC=C(C=C1)C1([NH3+])CCC1)C1=CC=CC=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c63b0>,tr,
PD060787,mivavotinib,Receptor-type tyrosine-protein kinase FLT3,FLT3,single protein,8.34,Cn1cc(-c2nc(N[C@@H]3CCCC[C@@H]3N)c(F)c3c2C(=O)NC3)cn1,344.18,6.0,3.0,3.0,1.55,97.86,TYROSINE KINASE,Cn1cc(-c2nc(N[C@@H]3CCCC[C@@H]3N)c(F)c3c2C(=O)NC3)cn1,CN1C=C(C=N1)C1=NC(N[C@@H]2CCCC[C@@H]2[NH3+])=C(F)C2=C1C(=O)NC2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c6420>,tr,
PD010994,pracinostat,Histone deacetylase 4,HDAC4,single protein,7.8,CCCCc1nc2cc(/C=C/C(O)=NO)ccc2n1CCN(CC)CC,358.24,5.0,2.0,10.0,3.24,70.39,HDAC,CCCCc1nc2cc(/C=C/C(O)=NO)ccc2n1CCN(CC)CC,CCCCC1=NC2=CC(CCC(=O)N=O)=CC=C2N1CC[NH+](CC)CC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c6500>,tr,
PD010883,resminostat,Histone deacetylase 1,HDAC1,single protein,7.37,CN(C)Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(O)=NO)c2)cc1,349.11,6.0,2.0,6.0,1.31,91.64,HDAC,CN(C)Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(O)=NO)c2)cc1,C[NH+](C)CC1=CC=C(C=C1)S(=O)(=O)N1C=CC(CCC(=O)N=O)=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c6650>,tr,
PD057965,ritlecitinib,Tyrosine-protein kinase JAK3,JAK3,single protein,7.17,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,285.16,4.0,2.0,3.0,1.94,73.91,JAK,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,C[C@H]1CC[C@H](CN1C(=O)C=C)NC1=C2C=CNC2=NC=[NH+]1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c66c0>,tr,
PD010275,santacruzamate A,Histone deacetylase 2,HDAC2,single protein,9.92,CCOC(=O)NCCCC(=O)NCCc1ccccc1,278.16,3.0,2.0,8.0,1.87,67.43,HDAC,CCOC(=O)NCCCC(=O)NCCc1ccccc1,CCOC(=O)NCCCC(=O)NCCC1=CC=CC=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c67a0>,tr,
PD006326,trichostatin A,Histone deacetylase 1,HDAC1,single protein,9.7,CC(/C=C/C(O)=NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,302.16,4.0,2.0,6.0,2.58,69.64,HDAC,CC(/C=C/C(O)=NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,C[C@H](\C=C(/C)CCC(=O)N=O)C(=O)C1=CC=C(C=C1)N(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c68f0>,tr,
PD048247,upadacitinib,Tyrosine-protein kinase JAK1,JAK1,single protein,7.94,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,380.16,4.0,2.0,3.0,2.91,78.32,JAK,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,CC[C@@H]1CN(C[C@@H]1C1=CN=C2C=NC3=C(C=CN3)N12)C(=O)NCC(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c69d0>,tr,
,Idarubicin,,,,,CC(=O)[C@]1(O)C=C2C(=O)c3c(c(O)c4ccccc4c3O)C(=O)C2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1,,,,,,,TOPOISOMERASE,CC(=O)[C@]1(O)C=C2C(=O)c3c(c(O)c4ccccc4c3O)C(=O)C2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1,C[C@@H]1O[C@H](C[C@H]([NH3+])[C@@H]1O)O[C@H]1C[C@@](O)(C=C2C1C(=O)C1=C(O)C3=CC=CC=C3C(O)=C1C2=O)C(C)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c6b20>,tr,
,Camptothecin,,,,,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,,,,,,,TOPOISOMERASE,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=CC=CC=C4N=C13)C2=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c6b90>,tr,
,Mitoxantrone,,,,,O=C1C=CC(=O)c2c1c(O)c1c(NCCNCCO)ccc(NCCNCCO)c1c2O,,,,,,,TOPOISOMERASE,O=C1C=CC(=O)c2c1c(O)c1c(NCCNCCO)ccc(NCCNCCO)c1c2O,OCC[NH2+]CCNC1=C2C(O)=C3C(=O)C=CC(=O)C3=C(O)C2=C(NCC[NH2+]CCO)C=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c6c00>,tr,
,Amonafide,,,,,CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,,,,,,,TOPOISOMERASE,CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,C[NH+](C)CCN1C(=O)C2=CC=CC3=CC(N)=CC(C1=O)=C23,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c6e30>,tr,
,Teniposide,,,,,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,,,,,,,TOPOISOMERASE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@H](O[C@H]3[C@H](O)[C@H]2O)C2=CC=CS2)C2=CC3=C(OCO3)C=C12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c6ea0>,tr,
,Amsacrine,,,,,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,,,,,,,TOPOISOMERASE,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,COC1=CC(NS(C)(=O)=O)=CC=C1NC1=C2C=CC=CC2=[NH+]C2=CC=CC=C12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c70d0>,tr,
,Pixantrone,,,,,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,,,,,,,TOPOISOMERASE,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,[NH3+]CCNC1=CC=C(NCC[NH3+])C2=C1C(=O)C1=CC=NC=C1C2=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c7140>,tr,
,Perifosine,,,,,CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1,,,,,,,AKT,CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1,CCCCCCCCCCCCCCCCCCOP([O-])(=O)OC1CC[N+](C)(C)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c71b0>,tr,
,Triciribine,,,,,CN1N=C(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,,,,,,,AKT,CN1N=C(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,CN1[NH+]=C(N)C2=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C3=C2C1=NC=N3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c7290>,tr,
,GSK-690693,,,,,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,,,,,,,AKT,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,CCN1C(=NC2=C(N=CC(OC[C@H]3CCC[NH2+]C3)=C12)C#CC(C)(C)O)C1=NON=C1N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c7300>,tr,
,Vatalanib,,,,,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,,,,,,,TYROSINE KINASE,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,ClC1=CC=C(NC2=C3C=CC=CC3=C(CC3=CC=NC=C3)N=N2)C=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c7370>,tr,
,Apatinib,,,,,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,,,,,,,TYROSINE KINASE,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,O=C(NC1=CC=C(C=C1)C1(CCCC1)C#N)C1=CC=CN=C1NCC1=CC=NC=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x74700d1c7450>,tr,
